y,fixacidity,volaacidity,ressugar,chlorides,freesulfdioxid,density,pH,sulphates,alcohol
0,-1.1314,-0.9751,-0.2546,-0.31,0.8639,-0.6812,-0.1872,-0.4368,0.6385
1,0.4091,0.5113,-0.3729,-0.6761,-1.4881,-1.0136,-1.4455,0.2642,1.3698
1,-0.5389,0.1149,-0.6292,-0.4015,-0.2533,-1.6784,-1.909,1.4909,1.6949
0,0.5276,0.3131,0.051,-0.6304,-0.3121,-0.6812,-1.909,-1.0501,0.476
0,0.1721,0.1149,-0.9447,-0.4931,-0.0769,-1.0136,0.4751,-0.1739,1.4511
0,0.0536,-0.876,-0.4715,-0.4015,-1.7233,-0.3488,-1.7766,0.8776,-0.0928
0,-0.6574,0.4122,2.2394,0.6512,0.9227,1.6456,-0.3859,-0.0863,-1.393
0,-0.3019,-1.867,-0.9841,-0.4473,-1.0765,-0.3488,0.5413,1.0528,-0.8242
0,-0.6574,0.4122,2.2394,0.6512,0.9227,1.6456,-0.3859,-0.0863,-1.393
0,-0.0649,-0.9751,0.1594,0.0562,-1.0765,0.316,1.5347,-0.4368,-0.0928
1,-0.0649,2.3942,-0.1363,-0.3557,-0.4885,-1.346,-0.5183,-1.9264,2.0199
1,0.2906,0.0158,0.4157,-0.7219,-0.6061,-0.3488,-0.1872,-0.2615,1.3698
1,-1.3684,-1.2724,0.9875,-0.4931,0.8051,0.316,-1.0481,-1.313,-0.0116
1,-1.2499,0.0158,-0.1955,-0.1269,0.3347,-0.3488,0.9386,-0.612,0.2322
1,-1.724,2.4933,-0.7278,-0.4473,-0.0769,-1.6784,0.0777,0.3518,2.1824
1,-1.2499,0.4122,-0.4123,-0.6304,0.6287,-1.6784,-0.1872,0.7023,2.0199
0,-0.1834,-0.5788,-1.0235,0.1477,-0.5473,-0.3488,2.0645,-0.1739,-0.4179
0,-0.8944,3.187,-0.9052,0.1935,-1.4293,-0.3488,1.5347,-0.0863,-0.0928
0,-0.4204,-0.1824,-1.0038,-0.5388,1.3931,-1.6784,-0.1872,0.4395,1.5324
1,-2.198,0.1149,-0.1363,-0.4931,1.0991,-1.346,0.5413,-1.313,1.9387
1,-1.724,2.4933,-0.7278,-0.4473,-0.0769,-1.6784,0.0777,0.3518,2.1824
1,-0.0649,-0.6779,1.0466,-0.3557,1.5107,0.316,-1.1143,0.6147,-0.0116
1,-1.2499,0.4122,-0.4123,-0.6304,0.6287,-1.6784,-0.1872,0.7023,2.0199
0,-0.4204,-0.0833,0.9086,-0.7219,-1.9585,-0.0164,-0.7832,-1.1378,0.5572
1,-1.1314,0.9077,-0.9447,-0.7677,0.3347,-1.6784,1.4684,0.5271,1.7761
0,-0.7759,-0.6779,1.0269,-0.0811,1.5107,0.9808,-0.3196,0.2642,-0.9054
1,-0.0649,0.214,-0.0377,-0.9508,-0.3709,-1.0136,-1.0481,-1.4882,1.9387
1,0.5276,1.3041,-0.9052,-0.6304,-0.5473,-1.6784,-1.5117,-1.2254,2.0199
1,-1.724,0.214,-1.0235,-0.7677,-0.6061,-2.3432,0.8062,-0.7873,2.5075
0,-0.3019,0.6104,-1.063,0.3308,-0.5473,-0.3488,0.8724,0.5271,-1.1492
0,-1.4869,-0.2815,-0.7869,0.1477,0.3935,-0.6812,0.4088,-0.5244,-0.0928
1,-1.8425,0.214,-1.0235,-0.7677,-0.6061,-2.3432,0.8062,-0.7873,2.5075
0,0.0536,2.9888,0.3566,-0.6304,-0.3709,-0.3488,0.6075,-0.4368,1.3698
0,0.4091,-0.4797,2.4465,1.7955,-0.9589,1.978,-0.5845,0.1766,-1.4743
1,0.2906,-0.7769,0.6326,-0.4015,-0.9589,-0.0164,-0.9819,-1.0501,-0.0116
0,-0.0649,-1.2724,1.2832,-0.0811,2.5984,0.9808,0.3426,2.5424,-0.2554
1,0.1721,-0.5788,0.5537,-0.8592,0.0995,-0.6812,-0.8494,-1.313,1.6136
1,-0.5389,-1.1733,-1.0235,0.2393,0.2171,-1.0136,-0.5183,2.2795,0.6385
0,-0.0649,-1.2724,1.2832,-0.0811,2.5984,0.9808,0.3426,2.5424,-0.2554
1,-0.0649,0.3131,0.3171,-0.8135,-0.1357,-0.6812,-0.3859,1.2281,1.6949
0,-0.0649,-1.2724,1.2832,-0.0811,2.5984,0.9808,0.3426,2.5424,-0.2554
0,0.8831,0.214,-0.9447,1.887,-0.4885,-0.0164,-0.6508,0.089,-0.5804
0,-1.0129,-1.1733,1.1058,-0.7219,0.2171,-0.0164,-0.2534,-1.313,0.2322
0,0.2906,-0.6779,-0.7672,-0.2642,0.3347,-1.0136,0.8724,0.6147,1.6136
1,0.1721,-0.5788,0.5537,-0.8592,0.0995,-0.6812,-0.8494,-1.313,1.6136
1,-1.4869,-0.6779,-0.3926,-0.8592,0.0995,-1.0136,0.74,-1.5759,0.801
0,0.6461,-0.5788,0.4749,-0.8592,-0.7237,-0.3488,-1.3792,-0.6996,0.7198
1,0.2906,-0.7769,0.6326,-0.4015,-0.9589,-0.0164,-0.9819,-1.0501,-0.0116
1,-0.0649,0.3131,0.3171,-0.8135,-0.1357,-0.6812,-0.3859,1.2281,1.6949
0,0.4091,-0.4797,2.4465,1.7955,-0.9589,1.978,-0.5845,0.1766,-1.4743
0,-0.5389,-1.2724,-1.0038,0.3308,1.5107,-1.0136,-0.121,1.6662,0.3947
1,-0.5389,-1.1733,-1.0235,0.2393,0.2171,-1.0136,-0.5183,2.2795,0.6385
0,-0.0649,-1.2724,1.2832,-0.0811,2.5984,0.9808,0.3426,2.5424,-0.2554
0,-0.6574,-0.5788,-1.0235,-0.4473,-0.1945,-1.346,-0.8494,2.1919,0.8823
0,0.8831,0.214,-0.9447,1.887,-0.4885,-0.0164,-0.6508,0.089,-0.5804
0,0.1721,0.214,-0.9644,1.3835,-0.6649,-0.3488,-0.5845,0.2642,-0.3366
0,-0.3019,-0.1824,2.3183,0.1935,-0.7237,1.6456,-0.8494,0.089,-1.068
0,0.7646,-0.3806,1.3227,0.1935,-0.5473,1.6456,-0.9157,0.3518,-1.1492
0,0.7646,-0.3806,1.3227,0.1935,-0.5473,1.6456,-0.9157,0.3518,-1.1492
0,0.7646,-0.3806,1.3227,0.1935,-0.5473,1.6456,-0.9157,0.3518,-1.1492
0,0.7646,-0.3806,1.3227,0.1935,-0.5473,1.6456,-0.9157,0.3518,-1.1492
0,-0.3019,-1.2724,-1.063,-0.4015,0.5699,-1.6784,-1.5117,0.089,0.9635
0,-0.1834,0.6104,-0.9447,-0.2184,-0.3709,-1.346,0.2764,-0.4368,1.6949
0,1.0016,0.7095,1.0663,1.9328,1.5107,1.3132,-2.1739,-0.1739,-1.2305
0,-0.1834,0.3131,-0.9841,-0.31,1.0403,-0.6812,-0.4521,-0.4368,-0.3366
0,-2.5535,3.8807,-1.063,-1.1796,-1.7821,-2.3432,0.74,-1.313,2.5075
0,0.7646,-0.3806,1.3227,0.1935,-0.5473,1.6456,-0.9157,0.3518,-1.1492
0,-0.6574,-0.7769,0.8298,-0.0354,1.2755,0.9808,-0.6508,0.4395,-1.068
0,-0.3019,0.0158,0.7903,0.1477,0.5699,1.3132,-0.4521,0.1766,-1.393
0,1.9496,-0.9751,-1.0432,-0.8135,-0.0769,-0.3488,-2.3726,-1.1378,-0.4179
0,-0.4204,0.7095,0.1989,-0.4473,-0.9001,0.9808,1.8658,-0.0863,-1.1492
0,-0.0649,-0.5788,-1.0235,-0.2184,-0.3709,-1.0136,-0.9819,-1.2254,0.5572
0,-0.6574,-0.9751,-0.5898,0.3308,-0.9001,-0.0164,-0.5183,0.2642,-1.068
0,-0.3019,-0.1824,2.3183,0.1935,-0.7237,1.6456,-0.8494,0.089,-1.068
0,-0.3019,0.214,0.3171,-0.3557,1.0991,0.6484,-0.0547,-0.0863,-0.8242
1,-0.6574,0.6104,-0.7672,-0.9965,0.2759,-1.0136,1.0711,0.9652,1.1261
0,1.0016,0.214,-0.8658,1.0174,-0.4297,-0.0164,-0.5183,1.1404,-0.5804
0,1.0016,0.3131,-0.8658,1.0631,-0.3709,-0.0164,-0.5183,1.1404,-0.5804
1,-1.3684,-0.0833,0.1003,-0.4473,0.6287,-0.3488,1.1373,-0.4368,0.2322
0,-1.724,-0.1824,-1.0235,0.2393,-0.3709,-1.346,1.2035,1.4909,0.6385
0,-0.3019,-0.1824,0.5932,-0.8135,-1.3117,-0.3488,-0.121,-1.313,1.2886
1,-2.435,-1.0742,-0.6884,-0.7219,-0.7825,-1.346,1.2698,-1.313,0.6385
1,-1.3684,-0.0833,0.1003,-0.4473,0.6287,-0.3488,1.1373,-0.4368,0.2322
1,-0.7759,-0.7769,-0.1955,-0.8135,-0.8413,-1.346,1.1373,-0.6996,2.4262
0,0.7646,0.0158,-1.0038,-0.0811,-1.4293,-0.3488,0.6075,-0.3491,-0.1741
0,-0.7759,-0.5788,2.8408,-0.4931,1.3343,1.978,-0.5183,0.3518,-1.2305
0,0.1721,0.6104,0.7706,-0.2184,0.9227,-0.0164,-0.717,-1.2254,0.8823
0,0.7646,0.0158,-1.0038,-0.0811,-1.4293,-0.3488,0.6075,-0.3491,-0.1741
0,-0.4204,-0.876,-0.9447,-0.7677,0.2171,-1.346,0.1439,1.6662,1.6136
0,-1.0129,-0.6779,1.3227,-0.1727,-0.4297,1.6456,1.336,-0.3491,-1.5555
0,-0.8944,-0.5788,-0.9052,5.2283,-0.0769,-2.0108,0.0115,-1.4006,2.345
0,-0.4204,0.4122,0.3171,-0.905,-1.0177,-1.0136,0.2102,2.63,1.7761
0,0.2906,-0.6779,-0.9447,5.5487,1.7459,-0.3488,-1.4455,0.1766,-1.068
0,-1.4869,-0.1824,-0.9841,-0.5388,-1.0177,-0.6812,0.8724,-1.2254,-0.2554
1,0.1721,-1.2724,1.6381,0.2393,-0.3709,1.3132,-1.5117,-0.8749,-1.2305
1,0.1721,-1.2724,1.6381,0.2393,-0.3709,1.3132,-1.5117,-0.8749,-1.2305
1,0.1721,-1.2724,1.6381,0.2393,-0.3709,1.3132,-1.5117,-0.8749,-1.2305
1,0.1721,-1.2724,1.6381,0.2393,-0.3709,1.3132,-1.5117,-0.8749,-1.2305
1,0.1721,-1.2724,1.6381,0.2393,-0.3709,1.3132,-1.5117,-0.8749,-1.2305
1,0.1721,-1.2724,1.6381,0.2393,-0.3709,1.3132,-1.5117,-0.8749,-1.2305
1,0.1721,-1.2724,1.6381,0.2393,-0.3709,1.3132,-1.5117,-0.8749,-1.2305
0,0.6461,-0.0833,-0.9052,-0.2642,0.5699,-1.346,-1.1143,-0.7873,1.1261
0,-0.0649,-0.5788,0.8298,1.1089,1.8634,0.9808,-1.9753,-0.612,-1.2305
0,-0.7759,-0.3806,1.2044,0.4224,0.6875,1.3132,0.74,0.1766,-1.2305
0,-0.6574,0.0158,0.0806,0.2393,0.2759,-0.0164,1.6009,0.8776,0.3947
1,0.1721,-1.2724,1.6381,0.2393,-0.3709,1.3132,-1.5117,-0.8749,-1.2305
0,-1.6054,-1.0742,-0.6884,-0.31,-1.4881,-0.6812,0.6075,0.089,-0.4179
0,-0.4204,-0.1824,-0.9841,-0.2642,-0.6061,-0.6812,0.6737,-0.2615,0.1509
0,-0.3019,-0.0833,-0.9841,-0.1727,-0.6649,-0.6812,0.6737,-0.2615,0.1509
1,-1.724,1.7996,-0.8461,-0.905,-0.3709,-1.346,1.336,2.4548,2.345
0,1.1201,-0.876,0.1989,-1.4085,0.6875,-0.3488,-1.313,-0.8749,0.3947
0,-1.6054,-1.0742,-0.6884,-0.31,-1.4881,-0.6812,0.6075,0.089,-0.4179
0,-0.4204,-0.1824,-0.9841,-0.2642,-0.6061,-0.6812,0.6737,-0.2615,0.1509
0,-0.3019,-0.0833,-0.9841,-0.1727,-0.6649,-0.6812,0.6737,-0.2615,0.1509
0,1.1201,-0.876,0.1989,-1.4085,0.6875,-0.3488,-1.313,-0.8749,0.3947
0,1.1201,-0.7769,-0.2743,-1.3627,-0.2533,-0.6812,-1.313,-0.8749,0.3947
1,-0.8944,-1.0742,-0.7672,-0.8135,-0.7825,-1.0136,-0.1872,-1.0501,0.476
0,0.6461,-0.7769,-0.0575,-0.9508,-1.4881,-0.6812,-2.6375,0.2642,0.3135
0,-0.1834,1.1059,-0.7278,-1.3169,-0.7825,-1.0136,-1.0481,-1.0501,0.801
1,-1.724,1.7996,-0.8461,-0.905,-0.3709,-1.346,1.336,2.4548,2.345
0,0.0536,1.205,1.2832,-0.5846,1.3931,1.3132,-0.717,0.0013,-0.9054
0,0.0536,1.205,1.2832,-0.5846,1.3931,1.3132,-0.717,0.0013,-0.9054
0,0.0536,1.205,1.2832,-0.5846,1.3931,1.3132,-0.717,0.0013,-0.9054
0,-0.6574,-0.3806,1.441,-0.4931,1.0403,0.6484,-0.121,-0.9625,0.0697
0,0.0536,1.205,1.2832,-0.5846,1.3931,1.3132,-0.717,0.0013,-0.9054
0,0.6461,-0.0833,-0.7869,-1.4542,-1.1941,-1.0136,-1.0481,1.4033,1.2073
0,-0.8944,-0.0833,0.672,-0.1727,1.5107,0.316,-0.3196,-0.612,-0.2554
0,-0.6574,-0.3806,1.441,-0.4931,1.0403,0.6484,-0.121,-0.9625,0.0697
0,-2.198,3.2861,-1.0038,-1.6831,1.7459,-2.3432,0.4751,-1.0501,2.4262
0,-0.1834,1.4032,1.1255,-0.2642,1.5107,1.3132,0.8062,0.7899,-0.6617
0,-0.4204,0.5113,-0.0575,-1.2712,0.3347,-1.0136,0.3426,-1.4882,1.3698
0,0.0536,0.5113,0.258,-0.2642,-0.3709,-0.6812,-0.5183,0.7023,1.4511
0,-0.4204,0.5113,-0.0575,-1.2712,0.3347,-1.0136,0.3426,-1.4882,1.3698
1,-0.6574,-1.2724,-0.9841,-1.0881,0.1583,-1.0136,1.5347,0.7023,0.7198
1,-0.4204,0.4122,0.258,-1.0881,-0.2533,-1.0136,0.0777,1.8414,1.7761
0,-0.1834,1.4032,1.1255,-0.2642,1.5107,1.3132,0.8062,0.7899,-0.6617
0,0.6461,-0.2815,0.0806,-1.1796,-0.2533,-0.3488,-0.3859,-1.7511,0.2322
0,0.8831,-0.0833,0.5537,-1.2712,-0.7237,-0.0164,-0.717,-1.7511,0.3947
0,-0.5389,-0.0833,0.3763,0.1935,0.9815,0.6484,-0.0547,-0.0863,-0.8242
0,-0.4204,-0.2815,2.1704,0.8343,-0.3709,1.3132,0.0777,0.0013,-0.3366
1,-1.4869,-0.876,-0.7278,-0.8592,-1.4293,-1.346,1.7996,-0.7873,2.1824
0,0.6461,0.1149,1.2635,-0.4015,1.5401,1.3132,-1.1143,-1.313,-1.393
0,-0.5389,0.6104,0.3566,-0.1269,1.0991,0.6484,-0.0547,-0.0863,-0.8242
0,-0.3019,-0.0833,0.3369,-0.0811,1.0403,0.316,-0.0547,-0.0863,-0.8242
0,-0.3019,-0.1824,0.3566,0.0562,0.9815,0.316,-0.1872,-0.1739,-0.8242
0,-0.5389,-0.0833,0.3763,0.1935,0.9815,0.6484,-0.0547,-0.0863,-0.8242
0,-0.4204,-0.1824,0.3171,0.2393,0.6287,0.316,-0.0547,-0.1739,-0.8242
0,-0.0649,-0.2815,1.0663,-0.1269,1.0403,0.316,-1.0481,0.7899,-0.0928
0,-0.6574,0.4122,1.1058,0.1477,1.6283,0.6484,-0.3196,0.5271,-0.4991
0,-1.6054,-0.3806,-0.925,0.0104,-0.7825,-0.6812,0.2102,-0.0863,-0.4179
0,-0.4204,-0.2815,2.1704,0.8343,-0.3709,1.3132,0.0777,0.0013,-0.3366
0,-0.3019,-1.4706,1.4804,0.4681,-0.1357,0.9808,-0.121,-0.8749,-0.9054
0,0.1721,1.1059,0.8495,2.3905,-1.3117,0.9808,-1.0481,-0.1739,-0.9867
0,1.2386,-0.6779,-0.8658,0.5139,-0.8413,-0.6812,-0.9157,0.2642,0.3135
0,0.1721,0.214,-0.8264,-0.1727,-0.8413,-0.6812,0.0777,0.7023,0.7198
0,1.4756,-0.7769,-1.0038,-0.4473,-1.6645,-0.6812,-1.313,2.1043,-0.1741
0,1.7126,-0.9751,-1.0432,-0.5846,-0.9001,-1.0136,-1.1143,0.1766,0.3947
0,1.2386,-0.6779,-0.8658,0.5139,-0.8413,-0.6812,-0.9157,0.2642,0.3135
0,0.4091,-1.0742,0.0017,-0.1727,-1.1353,-0.3488,-1.313,-0.7873,0.2322
0,1.4756,-0.7769,-1.0038,-0.4473,-1.6645,-0.6812,-1.313,2.1043,-0.1741
0,1.7126,-0.9751,-1.0432,-0.5846,-0.9001,-1.0136,-1.1143,0.1766,0.3947
0,0.1721,1.1059,0.8495,2.3905,-1.3117,0.9808,-1.0481,-0.1739,-0.9867
0,-0.0649,-0.6779,0.0017,-0.2184,-1.6645,-0.0164,-1.5117,0.8776,-0.2554
0,0.0536,-0.6779,-0.018,-0.1727,-1.6645,-0.0164,-1.5117,0.8776,-0.2554
0,0.4091,-1.0742,0.0017,-0.1727,-1.1353,-0.3488,-1.313,-0.7873,0.2322
0,-0.0649,-0.1824,1.717,0.6512,0.3935,0.9808,0.3426,0.2642,-0.0116
0,0.4091,0.0158,-0.8658,0.285,-0.7237,-1.0136,-0.3859,0.2642,0.476
0,1.2386,-0.6779,-0.8658,0.5139,-0.8413,-0.6812,-0.9157,0.2642,0.3135
0,0.1721,0.214,-0.8264,-0.1727,-0.8413,-0.6812,0.0777,0.7023,0.7198
0,0.6461,0.6104,1.1255,0.1477,-0.2533,0.9808,0.2102,0.0013,-0.1741
1,-0.6574,1.5023,0.4749,-0.1727,-1.0177,-0.6812,0.6075,-1.4006,1.9387
0,-0.0649,1.3041,0.4749,-0.0354,-0.4297,0.316,-0.4521,0.8776,-0.4991
0,-0.6574,1.205,-0.2546,-0.4473,0.4523,-0.6812,0.3426,-0.4368,0.6385
0,-2.0795,0.7095,0.0806,-0.5388,0.0407,-0.6812,1.2698,-0.7873,0.801
0,-2.0795,0.7095,0.0806,-0.5388,0.0407,-0.6812,1.2698,-0.7873,0.801
0,-0.6574,0.214,-0.5306,-0.31,-0.0769,-0.6812,-1.2468,-0.9625,0.1509
0,0.0536,0.0158,1.1452,-0.1727,0.9815,0.316,-1.0481,0.6147,-0.0928
0,0.1721,0.5113,-0.1363,-0.5846,0.2171,-0.6812,-0.121,1.3157,1.6136
0,-0.1834,-0.1824,0.3369,0.285,0.7463,0.6484,0.0115,-0.0863,-0.8242
1,0.5276,-0.3806,-0.7672,-0.1727,-0.2533,-1.0136,-0.9157,0.6147,0.6385
0,-0.1834,1.7996,-0.4715,-0.5388,-1.3705,-1.346,0.4751,0.4395,2.0199
0,-2.0795,0.7095,0.0806,-0.5388,0.0407,-0.6812,1.2698,-0.7873,0.801
0,-2.0795,-0.4797,-1.063,0.3308,-1.3117,-1.346,0.2102,-0.8749,0.801
0,-0.6574,1.205,-0.2546,-0.4473,0.4523,-0.6812,0.3426,-0.4368,0.6385
1,0.2906,1.6014,-0.1166,-0.4931,-0.6649,-1.0136,-0.2534,0.7023,2.1824
1,-2.435,-0.1824,0.8298,-0.5388,-0.7237,-0.3488,1.7996,-1.8387,0.801
0,-0.0649,0.3131,-0.5701,1.8413,-0.3121,-0.3488,-2.3726,-0.4368,-0.7429
0,-0.0649,0.3131,-0.5701,1.8413,-0.3121,-0.3488,-2.3726,-0.4368,-0.7429
0,0.1721,-1.2724,1.9733,0.5597,0.5699,1.3132,-0.2534,-1.0501,-0.6617
0,-0.4204,1.3041,-0.3138,0.285,0.8051,0.316,-0.3196,1.1404,-1.068
0,-0.7759,0.3131,-0.6095,0.285,-0.0769,-0.0164,-0.1872,-0.0863,-1.718
0,1.3571,-0.0833,-1.0235,0.1935,0.3347,-1.346,-1.2468,-0.3491,1.5324
0,1.3571,-0.0833,-1.0235,0.1935,0.3347,-1.346,-1.2468,-0.3491,1.5324
0,-0.4204,1.3041,-0.3138,0.285,0.8051,0.316,-0.3196,1.1404,-1.068
0,-0.7759,0.3131,-0.6095,0.285,-0.0769,-0.0164,-0.1872,-0.0863,-1.718
0,-0.1834,0.9077,-0.7672,-0.8135,-0.6649,-1.0136,-0.3196,-1.1378,0.9635
0,-0.3019,-0.6779,0.4552,-0.4473,0.3347,-0.3488,-1.5117,0.6147,0.3947
0,0.7646,-0.1824,-0.9447,-0.6304,0.0407,-1.346,-1.4455,-0.5244,1.1261
1,0.7646,0.6104,-0.4715,-0.8135,0.6287,-1.346,0.0777,0.089,2.1824
0,-0.1834,0.9077,-0.7672,-0.8135,-0.6649,-1.0136,-0.3196,-1.1378,0.9635
0,-0.5389,0.4122,1.9338,0.4224,0.0407,1.6456,0.4751,0.4395,-1.1492
0,-0.1834,-0.3806,0.5143,-1.0423,-0.9001,-0.3488,1.0049,-1.2254,1.6949
0,-0.5389,0.4122,1.9338,0.4224,0.0407,1.6456,0.4751,0.4395,-1.1492
0,0.2906,1.1059,-0.9841,6.7845,-0.7237,-0.6812,-0.121,-0.2615,-0.0116
0,1.5941,0.3131,0.12,0.0562,-1.0177,0.6484,0.2764,1.3157,0.0697
0,-0.1834,-0.3806,0.5143,-1.0423,-0.9001,-0.3488,1.0049,-1.2254,1.6949
1,-1.1314,-1.0742,-0.6489,-0.7219,-0.1945,-1.6784,1.4684,-1.4006,2.5887
0,-1.1314,-0.7769,-0.9644,-0.4015,0.1583,-1.346,1.1373,0.0013,1.2073
1,-0.3019,0.4122,-0.3532,-0.6761,-0.5473,-0.6812,1.4022,2.1043,1.6136
0,-1.1314,-1.5697,-0.3138,-0.7219,0.2759,-0.6812,2.3956,1.6662,1.2886
0,-1.1314,-0.9751,-0.3532,-0.6304,1.9222,-0.6812,0.1439,-0.9625,0.6385
0,-1.1314,-0.7769,-0.9644,-0.4015,0.1583,-1.346,1.1373,0.0013,1.2073
0,-1.724,-1.0742,-0.7278,0.1477,-0.4297,-0.6812,1.7996,0.5271,-0.1741
0,-0.8944,-0.6779,-0.018,-0.31,0.6875,-1.0136,0.5413,-1.5759,1.7761
0,0.5276,-0.2815,0.1594,0.102,0.9815,0.6484,-0.4521,-1.0501,-1.068
0,0.5276,-0.2815,0.1594,0.102,0.9815,0.6484,-0.4521,-1.0501,-1.068
0,-0.7759,-0.5788,1.1846,0.3766,4.2742,0.9808,-0.5845,-0.1739,-0.8242
0,-0.4204,-0.0833,0.0411,-0.0354,3.6862,-0.0164,-0.1872,-1.313,-0.3366
0,-0.4204,-0.0833,0.0411,-0.0354,3.6862,-0.0164,-0.1872,-1.313,-0.3366
1,-0.3019,1.1059,-0.4715,-0.3557,-1.0765,-1.346,0.4088,0.3518,2.0199
0,-1.0129,0.3131,-0.3138,-0.2642,0.3347,-1.346,0.3426,0.6147,2.1012
0,1.8311,-0.4797,-1.0038,0.102,1.3931,-0.6812,-0.5845,0.5271,0.3947
0,0.5276,-0.2815,0.1594,0.102,0.9815,0.6484,-0.4521,-1.0501,-1.068
0,-1.0129,-0.5788,0.9283,0.4681,4.5094,0.6484,-0.717,-1.1378,-0.9054
0,-0.7759,-0.5788,1.1846,0.3766,4.2742,0.9808,-0.5845,-0.1739,-0.8242
0,-0.8944,-0.4797,0.672,0.4224,2.275,0.316,-0.1872,-0.7873,-0.2554
0,-0.4204,-0.0833,0.0411,-0.0354,3.6862,-0.0164,-0.1872,-1.313,-0.3366
0,0.5276,0.8086,1.3621,0.3766,1.6283,1.6456,-0.8494,0.0013,-1.5555
0,0.8831,0.9077,1.0466,2.2074,1.3343,1.3132,-1.8428,0.1766,-1.2305
0,-0.1834,-0.1824,0.3171,0.7428,0.8639,0.316,-0.3859,0.089,-0.7429
1,0.6461,-0.5788,-0.9447,0.5139,0.5699,-0.3488,0.6737,-0.4368,-0.4991
0,-0.8944,-0.5788,2.0029,0.6054,1.0991,0.9808,0.0777,-0.9625,-0.0116
0,0.2906,0.0158,-0.9644,0.3308,-0.9001,-1.0136,-0.2534,0.089,0.7198
0,-0.4204,0.7095,0.7509,1.0631,1.3343,0.9808,-0.0547,0.0013,-0.9054
0,-0.0649,4.4753,0.0411,0.3766,-0.6061,-0.3488,-0.4521,-1.8387,0.476
0,-1.0129,0.0158,2.2493,0.0562,0.3935,1.6456,-0.5845,-0.3491,-1.3117
0,-1.0129,0.0158,2.2493,0.0562,0.3935,1.6456,-0.5845,-0.3491,-1.3117
0,0.2906,-0.7769,-0.9644,0.1477,-0.4297,-0.6812,-0.2534,0.2642,0.2322
0,-0.0649,0.5113,0.1989,-0.0354,-0.0769,-0.6812,-0.8494,0.5271,1.3698
0,-1.0129,0.0158,2.2493,0.0562,0.3935,1.6456,-0.5845,-0.3491,-1.3117
0,0.4091,-0.3806,-0.8658,-0.7677,-0.8413,-1.0136,-0.3859,1.2281,1.6136
0,-0.0649,0.5113,0.1989,-0.0354,-0.0769,-0.6812,-0.8494,0.5271,1.3698
0,0.4091,-0.3806,-0.8658,-0.7677,-0.8413,-1.0136,-0.3859,1.2281,1.6136
0,-1.0129,0.0158,2.2493,0.0562,0.3935,1.6456,-0.5845,-0.3491,-1.3117
0,-0.7759,-0.0833,1.1255,0.0104,0.4523,0.316,-0.1872,-1.0501,0.2322
0,-0.5389,1.0068,0.3566,-0.1269,-0.4297,-0.6812,-1.313,-1.5759,0.7198
0,0.2906,-0.7769,-0.9644,0.1477,-0.4297,-0.6812,-0.2534,0.2642,0.2322
0,-1.0129,-0.6779,0.4552,-0.4473,0.6875,-0.0164,-0.0547,-0.8749,0.0697
0,0.1721,0.6104,-0.5701,-0.0811,-1.0765,-0.0164,-1.1806,-0.8749,-1.068
0,-1.1314,1.6014,0.0017,-0.6761,-0.8413,-0.6812,0.3426,-0.2615,1.3698
0,0.1721,-0.2815,-0.8461,-1.1339,-1.0765,-1.346,0.4751,-0.3491,1.4511
0,-0.1834,-0.1824,0.258,-0.3557,0.2759,0.316,0.2764,0.6147,-0.0928
0,0.1721,-0.3806,1.1649,-0.4931,2.1574,0.316,-1.313,0.7023,-0.0928
1,1.9496,-0.4797,-1.0038,-0.4931,1.0991,-0.6812,-0.7832,0.5271,0.3947
0,-1.0129,-0.6779,0.4552,-0.4473,0.6875,-0.0164,-0.0547,-0.8749,0.0697
0,0.1721,0.6104,-0.5701,-0.0811,-1.0765,-0.0164,-1.1806,-0.8749,-1.068
0,-2.435,3.6825,-1.0432,-1.5,-1.8409,-0.6812,0.8724,-1.1378,2.4262
0,-0.8944,-0.5788,-0.7081,4.496,-1.3705,-1.0136,-1.5779,1.3157,0.7198
0,-1.2499,-0.0833,-0.5701,1.1547,-0.5473,-1.346,-0.5845,-0.9625,0.801
1,-2.198,1.7996,-0.8855,-0.4473,-0.1357,-2.3432,0.1439,2.9805,2.8325
1,-0.4204,0.5113,-0.5109,-0.4473,-0.0769,-1.346,0.4088,1.2281,1.6136
1,-0.4204,0.5113,-0.5109,-0.4473,-0.0769,-1.346,0.4088,1.2281,1.6136
1,-0.1834,0.3131,-0.7869,-0.3557,-0.3121,-1.6784,-0.6508,-1.1378,1.8574
1,-0.7759,1.1059,-0.3138,-0.4015,0.5699,-0.6812,0.2764,-0.5244,0.5572
1,-0.7759,1.1059,-0.3138,-0.4015,0.5699,-0.6812,0.2764,-0.5244,0.5572
0,0.2906,0.9077,-0.0377,-0.2642,0.8051,-1.346,-0.121,-1.9264,2.5075
0,0.4091,-0.4797,-1.0038,4.7248,2.0398,-0.3488,-1.7104,-0.612,-1.068
1,-0.4204,0.5113,-0.5109,-0.4473,-0.0769,-1.346,0.4088,1.2281,1.6136
0,0.4091,-0.2815,-0.9644,0.3766,-0.6649,-0.6812,-0.121,-0.0863,0.476
1,-0.7759,1.1059,-0.3138,-0.4015,0.5699,-0.6812,0.2764,-0.5244,0.5572
1,-2.5535,1.7996,-0.8855,-0.4473,-0.1357,-2.3432,0.1439,2.9805,2.8325
